"url","date","ort","land","codex","disziplin","gender","category","kommentar"
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8892","12.12.1979","Madonna di Campiglio","ITA",1118,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8893","16.12.1979","Madonna di Campiglio","ITA",1170,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8915","16.12.1979","Val Gardena","ITA",1144,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8900","14.12.1979","Piancavallo","ITA",1877,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8901","15.12.1979","Piancavallo","ITA",1929,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8889","08.12.1979","Limone Piemonte","ITA",1851,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8890","14.12.1979","Limone Piemonte","ITA",1903,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8909","05.12.1979","Val d'Isere","FRA",1773,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8911","06.12.1979","Val d'Isere","FRA",1799,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8910","06.12.1979","Val d'Isere","FRA",1825,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8912","07.12.1979","Val d'Isere","FRA",1014,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8914","08.12.1979","Val d'Isere","FRA",1040,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8913","08.12.1979","Val d'Isere","FRA",1066,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8954","28.03.1981","Laax","SUI",1743,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8937","24.03.1981","Borovetz","BUL",1730,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8938","25.03.1981","Borovetz","BUL",1738,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8988","24.03.1981","Wangs-Pizol","SUI",2448,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8989","25.03.1981","Wangs-Pizol","SUI",2453,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8944","13.03.1981","Furano","JPN",2432,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8945","14.03.1981","Furano","JPN",1710,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8947","15.03.1981","Furano","JPN",2441,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8946","15.03.1981","Furano","JPN",1721,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8931","05.03.1981","Aspen CO","USA",1672,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8933","06.03.1981","Aspen CO","USA",2410,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8932","06.03.1981","Aspen CO","USA",1685,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8934","07.03.1981","Aspen CO","USA",1698,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8935","08.03.1981","Aspen CO","USA",2422,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8929","14.02.1981","Are","SWE",1643,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8930","15.02.1981","Are","SWE",1658,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8987","11.02.1981","Voss","NOR",1626,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8963","10.02.1981","Maribor","SLO",2397,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8950","08.02.1981","Haus im Ennstal","AUT",2365,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8970","08.02.1981","Oslo","NOR",1609,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8992","03.02.1981","Zwiesel","GER",2328,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8993","04.02.1981","Zwiesel","GER",2347,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8994","08.02.1981","Zwiesel","GER",2383,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8974","02.02.1981","Schladming","AUT",1591,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8977","31.01.1981","St. Anton","AUT",1529,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8978","01.02.1981","St. Anton","AUT",1571,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8979","01.02.1981","St. Anton","AUT",1551,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8955","31.01.1981","Les Diablerets","SUI",2307,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8964","28.01.1981","Megeve","FRA",2238,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8965","29.01.1981","Megeve","FRA",2285,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8956","24.01.1981","Les Gets","FRA",2214,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8957","27.01.1981","Les Gets","FRA",2262,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8926","26.01.1981","Adelboden","SUI",1505,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8990","24.01.1981","Wengen","SUI",1455,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8991","25.01.1981","Wengen","SUI",1480,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8951","22.01.1981","Haute-Nendaz","SUI",2190,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8939","19.01.1981","Crans-Montana","SUI",2112,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8940","21.01.1981","Crans-Montana","SUI",2164,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8941","21.01.1981","Crans-Montana","SUI",2138,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8952","17.01.1981","Kitzbuehel","AUT",1378,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8953","18.01.1981","Kitzbuehel","AUT",1430,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8968","13.01.1981","Oberstaufen","GER",1352,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8969","17.01.1981","Oberstaufen","GER",1404,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8975","12.01.1981","Schruns","AUT",2060,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8976","13.01.1981","Schruns","AUT",2086,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8948","10.01.1981","Garmisch-Partenkirchen","GER",1275,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8949","11.01.1981","Garmisch-Partenkirchen","GER",1326,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8966","06.01.1981","Morzine","FRA",1249,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8967","10.01.1981","Morzine","FRA",1300,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8971","08.01.1981","Pfronten","GER",2034,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8942","04.01.1981","Ebnat-Kappel","SUI",1197,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8943","04.01.1981","Ebnat-Kappel","SUI",1223,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8936","21.12.1980","Bormio","ITA",2008,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8980","21.12.1980","St. Moritz","SUI",1171,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8927","17.12.1980","Altenmarkt-Zauchensee","AUT",1956,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8928","18.12.1980","Altenmarkt-Zauchensee","AUT",1982,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8985","14.12.1980","Val Gardena","ITA",1093,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8986","15.12.1980","Val Gardena","ITA",1145,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8960","09.12.1980","Madonna di Campiglio","ITA",1041,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8961","10.12.1980","Madonna di Campiglio","ITA",1067,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8962","14.12.1980","Madonna di Campiglio","ITA",1119,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8972","12.12.1980","Piancavallo","ITA",1878,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8973","13.12.1980","Piancavallo","ITA",1930,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8958","08.12.1980","Limone Piemonte","ITA",1852,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8959","12.12.1980","Limone Piemonte","ITA",1904,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8981","03.12.1980","Val d'Isere","FRA",1774,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8983","04.12.1980","Val d'Isere","FRA",1800,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8982","04.12.1980","Val d'Isere","FRA",1826,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8984","07.12.1980","Val d'Isere","FRA",1015,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9034","26.03.1982","Montgenevre","FRA",1722,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9035","27.03.1982","Montgenevre","FRA",2442,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9047","24.03.1982","San Sicario","ITA",1711,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9048","25.03.1982","San Sicario","ITA",2433,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8997","21.03.1982","Alpe d'Huez","FRA",2411,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8996","21.03.1982","Alpe d'Huez","FRA",2423,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9028","19.03.1982","Kranjska Gora","JUG",1686,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9029","20.03.1982","Kranjska Gora","JUG",1699,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9005","17.03.1982","Bad Kleinkirchheim","AUT",1673,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9022","13.03.1982","Jasna","TCH",1644,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9023","14.03.1982","Jasna","TCH",1659,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9002","27.02.1982","Aspen CO","USA",2366,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9003","05.03.1982","Aspen CO","USA",1610,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9004","06.03.1982","Aspen CO","USA",1627,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9066","03.03.1982","Waterville Valley NH","USA",2384,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9067","04.03.1982","Waterville Valley NH","USA",2398,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9037","27.02.1982","Whistler BC","CAN",1592,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9000","13.02.1982","Arosa","SUI",2329,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9001","14.02.1982","Arosa","SUI",2348,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9017","13.02.1982","Garmisch-Partenkirchen","GER",1530,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9018","14.02.1982","Garmisch-Partenkirchen","GER",1572,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9019","14.02.1982","Garmisch-Partenkirchen","GER",1552,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9024","09.02.1982","Kirchberg","AUT",1506,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9038","09.02.1982","Oberstaufen","GER",2308,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9068","23.01.1982","Wengen","SUI",1431,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9069","24.01.1982","Wengen","SUI",1481,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9070","24.01.1982","Wengen","SUI",1456,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9012","23.01.1982","Berchtesgaden","GER",2286,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9030","22.01.1982","Lenggries","GER",2263,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9008","18.01.1982","Bad Gastein","AUT",2165,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9009","19.01.1982","Bad Gastein","AUT",2191,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9010","20.01.1982","Bad Gastein","AUT",2239,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9011","20.01.1982","Bad Gastein","AUT",2215,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8995","19.01.1982","Adelboden","SUI",1405,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9025","15.01.1982","Kitzbuehel","AUT",1301,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9026","16.01.1982","Kitzbuehel","AUT",1353,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9027","17.01.1982","Kitzbuehel","AUT",1379,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9006","12.01.1982","Bad Wiessee","GER",1276,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9007","15.01.1982","Bad Wiessee","GER",1327,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9020","13.01.1982","Grindelwald","SUI",2087,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9021","14.01.1982","Grindelwald","SUI",2113,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9039","08.01.1982","Pfronten","GER",2061,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9040","14.01.1982","Pfronten","GER",2139,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9036","09.01.1982","Morzine","FRA",1250,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9033","03.01.1982","Maribor","SLO",2035,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9013","22.12.1981","Chamonix","FRA",2009,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9016","21.12.1981","Crans-Montana","SUI",1224,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9061","21.12.1981","St. Gervais","FRA",1983,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9062","21.12.1981","St. Gervais","FRA",1957,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9045","18.12.1981","Saalbach-Hinterglemm","AUT",1879,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9046","19.12.1981","Saalbach-Hinterglemm","AUT",1931,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9041","12.12.1981","Piancavallo","ITA",1827,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9042","13.12.1981","Piancavallo","ITA",1853,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9043","18.12.1981","Piancavallo","ITA",1905,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9014","14.12.1981","Cortina d'Ampezzo","ITA",1172,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9015","15.12.1981","Cortina d'Ampezzo","ITA",1198,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9031","09.12.1981","Madonna di Campiglio","ITA",1094,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9032","13.12.1981","Madonna di Campiglio","ITA",1146,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9065","13.12.1981","Val Gardena","ITA",1120,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9044","10.12.1981","Pila","ITA",1801,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8999","08.12.1981","Aprica","ITA",1042,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=8998","08.12.1981","Aprica","ITA",1068,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9063","04.12.1981","Val d'Isere","FRA",1775,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9064","06.12.1981","Val d'Isere","FRA",1016,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9076","18.03.1983","Furano","JPN",2424,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9077","19.03.1983","Furano","JPN",1744,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9079","20.03.1983","Furano","JPN",2434,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9078","20.03.1983","Furano","JPN",1748,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9089","12.03.1983","Lake Louise AB","CAN",1739,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9121","08.03.1983","Vail CO","USA",1731,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9122","12.03.1983","Vail CO","USA",2412,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9128","08.03.1983","Waterville Valley NH","USA",2367,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9129","09.03.1983","Waterville Valley NH","USA",2385,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9130","10.03.1983","Waterville Valley NH","USA",2399,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9072","06.03.1983","Aspen CO","USA",1712,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9073","07.03.1983","Aspen CO","USA",1723,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9103","05.03.1983","Mt. Tremblant QC","CAN",2330,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9104","06.03.1983","Mt. Tremblant QC","CAN",2349,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9080","26.02.1983","Gaellivare","SWE",1687,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9081","27.02.1983","Gaellivare","SWE",1700,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9119","23.02.1983","Taernaby","SWE",1674,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9120","13.02.1983","Todtnau","GER",1660,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9098","11.02.1983","Markstein","FRA",1628,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9099","11.02.1983","Markstein","FRA",1611,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9100","12.02.1983","Markstein","FRA",1645,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9127","12.02.1983","Vysoke Tatry","TCH",2309,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9082","09.02.1983","Garmisch-Partenkirchen","GER",1593,"Super G","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9097","09.02.1983","Maribor","SLO",2287,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9115","05.02.1983","St. Anton","AUT",1531,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9116","06.02.1983","St. Anton","AUT",1573,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9117","06.02.1983","St. Anton","AUT",1553,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9110","28.01.1983","Sarajevo","JUG",1457,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9111","05.02.1983","Sarajevo","JUG",2264,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9087","29.01.1983","Kranjska Gora","JUG",1482,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9088","30.01.1983","Kranjska Gora","JUG",1507,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9090","29.01.1983","Les Diablerets","SUI",2192,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9092","30.01.1983","Les Diablerets","SUI",2240,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9091","30.01.1983","Les Diablerets","SUI",2216,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9083","21.01.1983","Kitzbuehel","AUT",1354,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9084","22.01.1983","Kitzbuehel","AUT",1380,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9085","23.01.1983","Kitzbuehel","AUT",1432,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9086","23.01.1983","Kitzbuehel","AUT",1406,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9118","23.01.1983","St. Gervais","FRA",2166,"Giant Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9101","21.01.1983","Megeve","FRA",2088,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9102","22.01.1983","Megeve","FRA",2140,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9112","14.01.1983","Schruns","AUT",2036,"Downhill","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9113","16.01.1983","Schruns","AUT",2062,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9114","21.01.1983","Schruns","AUT",2114,"Combined","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9071","11.01.1983","Adelboden","SUI",1328,"Giant Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9075","11.01.1983","Davos","SUI",2010,"Slalom","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9125","09.01.1983","Verbier","SUI",1958,"Super G","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9126","10.01.1983","Verbier","SUI",1984,"Super G","L","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9907","09.01.1983","Val d'Isere","FRA",1277,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9908","10.01.1983","Val d'Isere","FRA",1302,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9105","04.01.1983","Parpan","SUI",1251,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9094","21.12.1982","Madonna di Campiglio","ITA",1173,"Slalom","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9095","22.12.1982","Madonna di Campiglio","ITA",1225,"Combined","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9096","22.12.1982","Madonna di Campiglio","ITA",1199,"Super G","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9123","19.12.1982","Val Gardena","ITA",1095,"Downhill","M","WC",
"http://data.fis-ski.com/dynamic/results.html?sector=AL&raceid=9124","20.12.1982","Val Gardena","ITA",1147,"Downhill","M","WC",
